t,exact,mfa
0.8790794979079498,0.3500428494744795,0.0
0.8840167364016737,0.34837597136200094,0.0
0.8889539748953975,0.34672352113721805,0.0
0.8938912133891214,0.3450853334533396,0.0
0.8988284518828452,0.34346124502233366,0.0
0.9037656903765691,0.3418510945964611,0.0
0.9087029288702929,0.3402547229494426,0.0
0.9136401673640168,0.338671972857299,0.0
0.9185774058577406,0.33710268907889906,0.0
0.9235146443514645,0.33554671833625227,0.0
0.9284518828451883,0.3340039092945746,0.0
0.9333891213389122,0.3324741125421621,0.0
0.938326359832636,0.3309571805700978,0.0
0.9432635983263599,0.32945296775182,0.0
0.9482008368200837,0.32796133032257957,0.0
0.9531380753138076,0.3264821263588047,0.0
0.9580753138075314,0.3250152157574001,0.0
0.9630125523012553,0.32356046021500084,0.0
0.9679497907949791,0.322117723207199,0.0
0.972887029288703,0.32068686996776175,0.0
0.9778242677824268,0.31926776746785934,0.0
0.9827615062761507,0.317860284395319,0.0
0.9876987447698745,0.3164642911339176,0.0
0.9926359832635984,0.31507965974272956,0.0
0.9975732217573222,0.31370626393554324,0.0
1.002510460251046,0.3123439790603544,0.0
1.0074476987447698,0.31099268207895325,0.0
1.0123849372384937,0.30965225154661113,0.0
1.0173221757322175,0.30832256759188015,0.0
1.0222594142259414,0.30700351189651043,0.0
1.0271966527196652,0.3056949676754992,0.0
1.032133891213389,0.3043968196572735,0.0
1.037071129707113,0.3031089540640173,0.0
1.0420083682008368,0.30183125859214943,0.0
1.0469456066945606,0.30056362239295464,0.0
1.0518828451882845,0.29930593605337874,0.0
1.0568200836820083,0.2980580915769886,0.0
1.0617573221757322,0.29681998236510276,0.0
1.066694560669456,0.2955915031980967,0.0
1.0716317991631799,0.2943725502168868,0.0
1.0765690376569037,0.2931630209045972,0.0
1.0815062761506276,0.29196281406840785,0.0
1.0864435146443514,0.290771829821592,0.0
1.0913807531380753,0.2895899695657447,0.0
1.096317991631799,0.2884171359731975,0.0
1.101255230125523,0.2872532329696309,0.0
1.1061924686192468,0.2860981657168784,0.0
1.1111297071129707,0.28495184059592726,0.0
1.1160669456066945,0.2838141651901138,0.0
1.1210041841004184,0.2826850482685175,0.0
1.1259414225941422,0.28156439976955205,0.0
1.130878661087866,0.28045213078475273,0.0
1.13581589958159,0.2793481535427622,0.0
1.1407531380753138,0.2782523813935156,0.0
1.1456903765690376,0.2771647287926209,0.0
1.1506276150627615,0.2760851112859357,0.0
1.1555648535564853,0.27501344549434337,0.0
1.1605020920502092,0.27394964909872255,0.0
1.165439330543933,0.2728936408251128,0.0
1.1703765690376569,0.2718453404300729,0.0
1.1753138075313807,0.27080466868623354,0.0
1.1802510460251046,0.2697715473680431,0.0
1.1851882845188284,0.26874589923770054,0.0
1.1901255230125523,0.2677276480312827,0.0
1.195062761506276,0.26671671844505496,0.0
1.2,0.2657130361219726,0.0
